w13["A.J. Brown"] = 25.4
w13["Aaron Jones"] = 17.1
w13["Adam Thielen"] = 6
w13["Adrian Peterson"] = 18.1
w13["Albert Wilson"] = 10.9
w13["Alec Ingold"] = 5.2
w13["Alex Armah"] = 0
w13["Alex Erickson"] = -0.4
w13["Alfred Morris"] = 0
w13["Allen Hurns"] = 1.9
w13["Allen Lazard"] = 3.4
w13["Allen Robinson"] = 19.5
w13["Alvin Kamara"] = 13.9
w13["Amari Cooper"] = 2.9
w13["Ameer Abdullah"] = 2.5
w13["Andre Patton"] = 1.8
w13["Andre Roberts"] = 1.7
w13["Andrew Beck"] = 3.3
w13["Andy Isabella"] = 1.3
w13["Anthony Firkser"] = 1.7
w13["Anthony Miller"] = 26.8
w13["Anthony Sherman"] = 0
w13["Antonio Callaway"] = 0
w13["Ashton Dulin"] = 1.4
w13["Austin Ekeler"] = 13.1
w13["Austin Hooper"] = 5
w13["Ben Koyack"] = 0
w13["Ben Watson"] = 0
w13["Bennie Fowler"] = 0
w13["Benny Snell"] = 0.1
w13["Blake Bell"] = 6.1
w13["Blake Jarwin"] = 6
w13["Bobo Wilson"] = 0
w13["Boston Scott"] = 13.5
w13["Brandin Cooks"] = 8.6
w13["Brandon Bolden"] = 0
w13["Brandon Zylstra"] = 0
w13["Braxton Berrios"] = 0
w13["Breshad Perriman"] = 34.6
w13["Brian Hill"] = 1.6
w13["Buddy Howell"] = 0
w13["Byron Pringle"] = 0
w13["C.J. Anderson"] = 0
w13["C.J. Board"] = 1.8
w13["C.J. Ham"] = 4.8
w13["C.J. Prosise"] = 3.5
w13["C.J. Uzomah"] = 1.8
w13["Cameron Brate"] = 6.3
w13["Carlos Hyde"] = 16.4
w13["Charles Clay"] = 2.8
w13["Chase Edmonds"] = 0
w13["Chris Carson"] = 26.7
w13["Chris Conley"] = 20.9
w13["Chris Godwin"] = 17.1
w13["Chris Hogan"] = 2.3
w13["Chris Manhertz"] = 0
w13["Chris Moore"] = 0
w13["Chris Thompson"] = 4.6
w13["Christian Blake"] = 0
w13["Christian Kirk"] = 10.1
w13["Christian McCaffrey"] = 37.5
w13["Clive Walford"] = 5.4
w13["Cody Core"] = 0
w13["Cody Hollister"] = 0
w13["Cody Latimer"] = 3.1
w13["Cole Beasley"] = 1.6
w13["Cooper Kupp"] = 16.1
w13["Cordarrelle Patterson"] = 1.6
w13["Corey Davis"] = 8.7
w13["Courtland Sutton"] = 11.9
w13["Curtis Samuel"] = 16.4
w13["D.J. Moore"] = 20.3
w13["D.K. Metcalf"] = 11.6
w13["DaeSean Hamilton"] = 3.3
w13["Dallas Goedert"] = 10.5
w13["Dalton Schultz"] = 0
w13["Dalvin Cook"] = 7.3
w13["Dalyn Dawkins"] = 0
w13["Damiere Byrd"] = 14.6
w13["Damion Ratley"] = 5.3
w13["Dan Arnold"] = 7.6
w13["Daniel Brown"] = 1.4
w13["Danny Amendola"] = 18.2
w13["Danny Vitale"] = 0
w13["Dante Pettis"] = 0
w13["Dare Ogunbowale"] = 2.6
w13["Darius Jennings"] = 0
w13["Darius Slayton"] = 11.1
w13["Darrell Henderson"] = 0
w13["Darren Fells"] = 1.2
w13["Darren Waller"] = 20.2
w13["Darrius Shepherd"] = 0
w13["Darwin Thompson"] = 4.9
w13["Davante Adams"] = 23.3
w13["David Johnson"] = 0.6
w13["David Montgomery"] = 5.9
w13["David Moore"] = 0
w13["Dawson Knox"] = 2.1
w13["DeAndre Carter"] = 0
w13["DeAndre Hopkins"] = 17.9
w13["DeAndre Washington"] = 4.2
w13["DeAndrew White"] = 0
w13["Dede Westbrook"] = 4.1
w13["Deebo Samuel"] = 4.7
w13["Demarcus Robinson"] = 4.1
w13["Demetrius Harris"] = 2.3
w13["Deon Cain"] = 0
w13["Deonte Harris"] = 1.1
w13["Derek Carrier"] = 1.5
w13["Derek Watt"] = 0
w13["Derrick Henry"] = 8.6
w13["DeVante Parker"] = 23.2
w13["Devin Singletary"] = 8.9
w13["Devonta Freeman"] = 7.5
w13["Devontae Booker"] = 0.5
w13["Dion Lewis"] = 9.1
w13["Diontae Johnson"] = 9.2
w13["Diontae Spencer"] = 0
w13["Dontrell Hilliard"] = 0
w13["Dontrelle Inman"] = 4.5
w13["Duke Johnson"] = 4.3
w13["Durham Smythe"] = 0
w13["Dwayne Washington"] = 2
w13["Elijhaa Penny"] = -0.2
w13["Emmanuel Sanders"] = 2.9
w13["Ezekiel Elliott"] = 31
w13["Frank Gore"] = 1.5
w13["Fred Brown"] = 0
w13["George Kittle"] = 26.4
w13["Geronimo Allison"] = 3.9
w13["Giovani Bernard"] = 5.7
w13["Golden Tate"] = 12.1
w13["Greg Ward"] = 19.1
w13["Gus Edwards"] = 3.5
w13["Hale Hentges"] = 0
w13["Hayden Hurst"] = 2.9
w13["Hunter Henry"] = 2.9
w13["Ian Thomas"] = 4.3
w13["Irv Smith Jr."] = 8.8
w13["Isaac Nauta"] = 2
w13["Isaiah Ford"] = 5.1
w13["Isaiah McKenzie"] = 0
w13["J.D. McKissic"] = 2.9
w13["J.P. Holtz"] = 0.9
w13["Jack Doyle"] = 4.1
w13["Jacob Hollister"] = 5.3
w13["Jaeden Graham"] = 0
w13["Jake Kumerow"] = 5.9
w13["Jakobi Meyers"] = 0
w13["Jalen Richard"] = 5.6
w13["Jamaal Williams"] = 4.3
w13["James Conner"] = 15.1
w13["James Washington"] = 13.3
w13["James White"] = 15.2
w13["Jamison Crowder"] = 27
w13["Jared Cook"] = 9.4
w13["Jarius Wright"] = 1.9
w13["Jaron Brown"] = 1.9
w13["Jarvis Landry"] = 7.3
w13["Jason Moore"] = 0
w13["Jason Witten"] = 13.6
w13["Javon Wims"] = 0
w13["Javorius Allen"] = 8.8
w13["Jay Ajayi"] = 0
w13["Jaylen Samuels"] = 1.4
w13["Jeff Heuerman"] = 0
w13["Jeff Wilson"] = 0
w13["Jeremy Sprinkle"] = 3.3
w13["Jesper Horsted"] = 0.8
w13["Jesse James"] = 6.1
w13["Jimmy Graham"] = 1
w13["JJ Arcega-Whiteside"] = 0
w13["JJ Nelson"] = 0
w13["Joe Mixon"] = 18.6
w13["John Brown"] = 16.9
w13["John Kelly"] = 0
w13["John Ross"] = 4.4
w13["Johnny Holton"] = 1.9
w13["Johnny Mundt"] = 3.5
w13["Jon Hilliman"] = 0
w13["Jonathan Williams"] = 0
w13["Jonnu Smith"] = 16.7
w13["Jordan Akins"] = 2.7
w13["Jordan Wilkins"] = 8.7
w13["Josh Adams"] = 0
w13["Josh Gordon"] = 4.8
w13["Josh Hill"] = 7.5
w13["Josh Jacobs"] = 12.9
w13["Josh Reynolds"] = 5.6
w13["Joshua Perkins"] = 0
w13["Julian Edelman"] = 2.9
w13["Julio Jones"] = 38.4
w13["Justice Hill"] = 1.5
w13["Justin Hardy"] = 0
w13["Justin Jackson"] = 3.7
w13["Justin Watson"] = 3.7
w13["Kaden Smith"] = 6.8
w13["Kalif Raymond"] = 1.2
w13["Kareem Hunt"] = 15.6
w13["Keelan Cole"] = 10.6
w13["Keelan Doss"] = 2.7
w13["Keenan Allen"] = 18.9
w13["Keith Smith"] = 0
w13["Kelvin Harmon"] = 4.2
w13["Kendrick Bourne"] = 2.1
w13["Kenjon Barner"] = -0.6
w13["Kenny Golladay"] = 7.4
w13["Kenny Stills"] = 18.5
w13["Kenyan Drake"] = 39.6
w13["Kerrith Whyte"] = 0.5
w13["KhaDarel Hodge"] = 0
w13["Khari Blasingame"] = 1
w13["Kyle Juszczyk"] = 8.7
w13["Kyle Rudolph"] = 7.8
w13["Lance Kendricks"] = 0
w13["Laquon Treadwell"] = 0
w13["Larry Fitzgerald"] = 7.2
w13["Latavius Murray"] = 6.9
w13["Le'Veon Bell"] = 10.8
w13["Lee Smith"] = 0
w13["Leonard Fournette"] = 12.3
w13["LeSean McCoy"] = 1.6
w13["Levine Toilolo"] = 0
w13["Logan Thomas"] = 0
w13["Luke Stocker"] = 1.9
w13["Mack Hollins"] = 0
w13["Malcolm Brown"] = 0
w13["Malik Turner"] = 5.6
w13["Marcedes Lewis"] = 1.6
w13["Marcell Ateman"] = 0
w13["Marcus Johnson"] = 5.7
w13["Mark Andrews"] = 15.2
w13["Mark Ingram"] = 23.6
w13["Marlon Mack"] = 1.9
w13["Marquez Valdes-Scantling"] = 0
w13["Marquise Brown"] = 14.5
w13["Matt Breida"] = 1.7
w13["Matt LaCosse"] = 5.2
w13["Maxx Williams"] = 1.4
w13["Mecole Hardman"] = 2
w13["Melvin Gordon"] = 7.4
w13["Michael Crabtree"] = 0
w13["Michael Gallup"] = 1.6
w13["Michael Thomas"] = 30.8
w13["Michael Walker"] = 0
w13["Mike Boone"] = 17.6
w13["Mike Davis"] = 0
w13["Mike Gesicki"] = 8.7
w13["Mike Thomas"] = 1.5
w13["Mike Williams"] = 17.1
w13["Miles Boykin"] = 7.5
w13["Miles Sanders"] = 35.2
w13["Mo Alie-Cox"] = 0
w13["Mohamed Sanu"] = 3.3
w13["MyCole Pruitt"] = 0
w13["Myles Gaskin"] = 9.2
w13["Nick Bellore"] = 0
w13["Nick Boyle"] = 0
w13["Nick Chubb"] = 23.8
w13["Nick Vannett"] = 9
w13["Noah Fant"] = 7.6
w13["Nyheim Hines"] = 3.2
w13["O.J. Howard"] = 8.6
w13["Odell Beckham"] = 14.6
w13["Olabisi Johnson"] = 3.5
w13["Olamide Zaccheaus"] = 0
w13["Patrick DiMarco"] = 0
w13["Patrick Laird"] = 7.4
w13["Paul Perkins"] = 0
w13["Peyton Barber"] = 6
w13["Pharoh Cooper"] = 2.7
w13["Phillip Dorsett"] = 0
w13["Phillip Lindsay"] = 3.2
w13["Qadree Ollison"] = 6.1
w13["Raheem Mostert"] = 10.9
w13["Randall Cobb"] = 0.7
w13["Rashard Higgins"] = 0
w13["Reggie Bonnafon"] = 0
w13["Rex Burkhead"] = 13.9
