w13["A.J. Brown"] = 15.3
w13["Aaron Jones"] = 28
w13["Adam Thielen"] = 0.2
w13["Adrian Peterson"] = 13.5
w13["Albert Wilson"] = 15.8
w13["Alec Ingold"] = 0
w13["Alex Armah"] = 0
w13["Alex Erickson"] = 11.5
w13["Alfred Morris"] = 0
w13["Allen Hurns"] = 6.1
w13["Allen Lazard"] = 9.5
w13["Allen Robinson"] = 11.3
w13["Alvin Kamara"] = 29
w13["Amari Cooper"] = 6.4
w13["Ameer Abdullah"] = 11.8
w13["Andre Patton"] = 3.8
w13["Andre Roberts"] = 0
w13["Andrew Beck"] = 1.6
w13["Andy Isabella"] = 0
w13["Anthony Firkser"] = 0
w13["Anthony Miller"] = 1.2
w13["Anthony Sherman"] = 0
w13["Antonio Callaway"] = 0
w13["Ashton Dulin"] = 0
w13["Austin Ekeler"] = 11.9
w13["Austin Hooper"] = 15.2
w13["Ben Koyack"] = 0
w13["Ben Watson"] = 4.5
w13["Bennie Fowler"] = 0
w13["Benny Snell"] = 1.4
w13["Bilal Powell"] = 1.8
w13["Blake Bell"] = 3.5
w13["Blake Jarwin"] = 2.4
w13["Bo Scarbrough"] = 3.4
w13["Bobo Wilson"] = 0
w13["Boston Scott"] = 7.9
w13["Brandin Cooks"] = 13.9
w13["Brandon Bolden"] = 0
w13["Brandon Zylstra"] = 1.3
w13["Braxton Berrios"] = 0
w13["Breshad Perriman"] = 17.2
w13["Brian Hill"] = 6.6
w13["Buddy Howell"] = 0
w13["Byron Pringle"] = 0
w13["C.J. Anderson"] = 0
w13["C.J. Ham"] = 3.2
w13["C.J. Prosise"] = 1.4
w13["C.J. Uzomah"] = 13.7
w13["Cameron Brate"] = 3.7
w13["Carlos Hyde"] = 10.7
w13["Cethan Carter"] = 0
w13["Charles Clay"] = 2.6
w13["Chase Edmonds"] = 0
w13["Chris Carson"] = 7
w13["Chris Conley"] = 13.6
w13["Chris Hogan"] = 3.6
w13["Chris Lacy"] = 0
w13["Chris Manhertz"] = 0
w13["Chris Moore"] = 0
w13["Chris Thompson"] = 9.2
w13["Christian Blake"] = 0
w13["Christian Kirk"] = 0.9
w13["Christian McCaffrey"] = 32.3
w13["Clive Walford"] = 2.5
w13["Cody Core"] = 0
w13["Cody Hollister"] = 0
w13["Cody Latimer"] = 15.4
w13["Cole Beasley"] = 17.8
w13["Cooper Kupp"] = 13.1
w13["Cordarrelle Patterson"] = 3.1
w13["Corey Davis"] = 7
w13["Courtland Sutton"] = 9.1
w13["Curtis Samuel"] = 4.1
w13["D.J. Moore"] = 1.1
w13["D.K. Metcalf"] = 0
w13["DaeSean Hamilton"] = 18.5
w13["Dallas Goedert"] = 24.1
w13["Dalton Schultz"] = 0
w13["Dalyn Dawkins"] = 2.4
w13["Damien Harris"] = 0
w13["Damien Williams"] = 18.2
w13["Damiere Byrd"] = 2.1
w13["Damion Ratley"] = 0
w13["Daniel Brown"] = 0
w13["Danny Amendola"] = 4.1
w13["Danny Vitale"] = 0
w13["Dante Pettis"] = 0
w13["Dare Ogunbowale"] = 6.4
w13["Darius Jennings"] = 0
w13["Darius Slayton"] = 0
w13["Darrell Daniels"] = 0
w13["Darrell Henderson"] = 0.7
w13["Darren Fells"] = 5.7
w13["Darren Waller"] = 7.7
w13["Darrius Shepherd"] = 0
w13["Darwin Thompson"] = 1.4
w13["Davante Adams"] = 22.6
w13["David Johnson"] = 1.7
w13["David Montgomery"] = 6.9
w13["David Moore"] = 3
w13["Dawson Knox"] = 4.3
w13["DeAndre Carter"] = 6.4
w13["DeAndre Hopkins"] = 7.3
w13["DeAndre Washington"] = 18.6
w13["DeAndrew White"] = 2.2
w13["Dede Westbrook"] = 2.5
w13["Deebo Samuel"] = 15.9
w13["Demarcus Robinson"] = 2.3
w13["Demetrius Harris"] = 7.1
w13["Deon Cain"] = 3
w13["Deon Yelder"] = 0
w13["Deonte Harris"] = 1
w13["Derek Carrier"] = 3.2
w13["Derek Watt"] = 0
w13["DeVante Parker"] = 22.1
w13["Devin Singletary"] = 5.8
w13["Devonta Freeman"] = 33.7
w13["Devontae Booker"] = 1.2
w13["Dion Lewis"] = 9.7
w13["Diontae Johnson"] = 22.1
w13["Diontae Spencer"] = 0
w13["DJ Chark"] = 3.8
w13["Dontrell Hilliard"] = 1.4
w13["Dontrelle Inman"] = 2.8
w13["Duke Johnson"] = 0.6
w13["Durham Smythe"] = 3.8
w13["Dwayne Washington"] = 0
w13["Elijhaa Penny"] = 0
w13["Emmanuel Sanders"] = 9.1
w13["Eric Tomlinson"] = 0
w13["Ezekiel Elliott"] = 15.4
w13["Frank Gore"] = 0
w13["Fred Brown"] = 0
w13["George Kittle"] = 18.9
w13["Gerald Everett"] = 0
w13["Geronimo Allison"] = 2
w13["Giovani Bernard"] = 3.5
w13["Golden Tate"] = 15.6
w13["Greg Olsen"] = 5.3
w13["Greg Ward"] = 11.6
w13["Gus Edwards"] = 8.3
w13["Hale Hentges"] = 10.8
w13["Hayden Hurst"] = 1.9
w13["Hunter Henry"] = 9.5
w13["Hunter Renfrow"] = 23.7
w13["Ian Thomas"] = 4.6
w13["Irv Smith Jr."] = 2.4
w13["Isaac Nauta"] = 0
w13["Isaiah Ford"] = 11.8
w13["Isaiah McKenzie"] = 3.1
w13["Ishmael Hyman"] = 4.1
w13["J.D. McKissic"] = 0
w13["J.P. Holtz"] = 2.3
w13["Jack Doyle"] = 3.7
w13["Jacob Hollister"] = 11.4
w13["Jaeden Graham"] = 0
w13["Jake Kumerow"] = 0
w13["Jakobi Meyers"] = 5.5
w13["Jalen Richard"] = 6.9
w13["Jamaal Williams"] = 7.2
w13["James Conner"] = 3.2
w13["James Washington"] = 9.1
w13["James White"] = 6.9
w13["Jamison Crowder"] = 10
w13["Jared Cook"] = 23.4
w13["Jarius Wright"] = 2.9
w13["Jaron Brown"] = 0
w13["Jarvis Landry"] = 14.4
w13["Jason Moore"] = 0
w13["Jason Witten"] = 3.4
w13["Javon Wims"] = 5.6
w13["Javorius Allen"] = 0
w13["Jay Ajayi"] = 0
w13["Jaylen Samuels"] = 7.9
w13["Jeff Heuerman"] = 3.3
w13["Jeremy Sprinkle"] = 3.4
w13["Jesper Horsted"] = 3
w13["Jesse James"] = 2.2
w13["Jimmy Graham"] = 2.6
w13["JJ Arcega-Whiteside"] = 5.9
w13["JJ Nelson"] = 0
w13["Joe Mixon"] = 9.3
w13["John Brown"] = 12.6
w13["John Kelly"] = 0
w13["John Ross"] = 15
w13["Johnny Holton"] = 0
w13["Johnny Mundt"] = 0
w13["Jon Hilliman"] = 0
w13["Jonathan Williams"] = 0
w13["Jonnu Smith"] = 15.3
w13["Jordan Akins"] = 0
w13["Jordan Matthews"] = 0
w13["Jordan Wilkins"] = 14.4
w13["Josh Hill"] = 0
w13["Josh Reynolds"] = 5.2
w13["Joshua Perkins"] = 0
w13["JuJu Smith-Schuster"] = 4.2
w13["Julian Edelman"] = 14.2
